branch,beverage,conscount
Branch7,Special_cappuccino,634
Branch7,Special_cappuccino,634
Branch7,Double_Espresso,629
Branch7,Double_Espresso,629
Branch7,SMALL_cappuccino,620
Branch7,SMALL_cappuccino,620
Branch7,SMALL_cappuccino,620
Branch7,LARGE_MOCHA,603
Branch7,Triple_cappuccino,570
Branch7,Triple_cappuccino,570
Branch7,Triple_cappuccino,570
Branch7,MED_Lite,505
Branch7,ICY_Coffee,376
Branch7,ICY_Coffee,376
Branch7,Cold_MOCHA,119
Branch7,Cold_MOCHA,119
Branch7,Mild_Espresso,642
Branch7,Special_Espresso,653
Branch7,Special_Espresso,653
Branch7,Double_Lite,676
Branch7,SMALL_LATTE,723
Branch7,SMALL_LATTE,723
Branch7,LARGE_cappuccino,818
Branch7,LARGE_cappuccino,818
Branch7,LARGE_cappuccino,818
Branch7,LARGE_cappuccino,818
Branch7,Triple_Espresso,1009
Branch7,MED_cappuccino,356
Branch7,MED_cappuccino,356
Branch7,MED_cappuccino,356
Branch7,MED_cappuccino,356
Branch7,ICY_MOCHA,87
Branch7,Cold_cappuccino,586
Branch7,Cold_cappuccino,586
Branch7,Cold_cappuccino,586
Branch7,Mild_Lite,549
Branch7,Mild_Lite,549
Branch7,Special_Lite,476
Branch7,Double_cappuccino,331
Branch7,Double_cappuccino,331
Branch7,Double_cappuccino,331
Branch7,Double_cappuccino,331
Branch7,SMALL_Coffee,42
Branch7,SMALL_Coffee,42
Branch7,LARGE_Espresso,501
Branch7,LARGE_Espresso,501
Branch7,Triple_Lite,384
Branch7,Triple_Lite,384
Branch7,MED_LATTE,151
Branch7,ICY_cappuccino,722
Branch7,ICY_cappuccino,722
Branch7,Cold_Espresso,829
Branch7,Cold_Espresso,829
Branch7,Mild_cappuccino,1044
Branch7,Mild_cappuccino,1044
Branch7,Mild_cappuccino,1044
Branch7,Mild_cappuccino,1044
Branch7,Special_cappuccino,439
Branch7,Special_cappuccino,439
Branch7,Special_cappuccino,439
Branch7,Double_LATTE,266
Branch7,SMALL_MOCHA,957
Branch7,LARGE_Lite,268
Branch7,LARGE_Lite,268
Branch7,Triple_cappuccino,963
Branch7,Triple_cappuccino,963
Branch7,Triple_cappuccino,963
Branch7,MED_Coffee,282
Branch7,MED_Coffee,282
Branch7,ICY_Espresso,993
Branch7,Cold_Lite,344
Branch7,Mild_LATTE,83
Branch7,Mild_LATTE,83
Branch7,Special_LATTE,598
Branch7,Double_Coffee,593
Branch7,Double_Coffee,593
Branch7,SMALL_cappuccino,584
Branch7,SMALL_cappuccino,584
Branch7,SMALL_cappuccino,584
Branch7,LARGE_cappuccino,567
Branch7,LARGE_cappuccino,567
Branch7,LARGE_cappuccino,567
Branch7,LARGE_cappuccino,567
Branch7,Triple_LATTE,534
Branch7,Triple_LATTE,534
Branch7,MED_MOCHA,469
Branch7,ICY_Lite,340
Branch7,ICY_Lite,340
Branch7,Cold_cappuccino,83
Branch7,Cold_cappuccino,83
Branch7,Cold_cappuccino,83
Branch7,Mild_Coffee,606
Branch7,Mild_Coffee,606
Branch7,Special_Coffee,617
Branch7,Special_Coffee,617
Branch7,Double_MOCHA,640
Branch7,SMALL_Espresso,687
Branch7,SMALL_Espresso,687
Branch7,LARGE_LATTE,782
Branch7,Triple_Coffee,973
Branch7,Triple_Coffee,973
Branch7,MED_cappuccino,320
Branch7,MED_cappuccino,320
Branch7,MED_cappuccino,320
Branch7,MED_cappuccino,320
Branch7,ICY_cappuccino,51
Branch7,ICY_cappuccino,51
Branch7,Cold_LATTE,550
Branch7,Cold_LATTE,550
Branch7,Mild_MOCHA,513
Branch7,Special_MOCHA,440
Branch7,Special_MOCHA,440
Branch7,Double_cappuccino,295
Branch7,Double_cappuccino,295
Branch7,Double_cappuccino,295
Branch7,Double_cappuccino,295
Branch7,SMALL_Lite,1042
Branch7,LARGE_Coffee,465
Branch7,LARGE_Coffee,465
Branch7,Triple_MOCHA,348
Branch7,MED_Espresso,115
Branch7,MED_Espresso,115
Branch7,ICY_LATTE,686
Branch7,ICY_LATTE,686
Branch7,Cold_Coffee,793
Branch7,Mild_cappuccino,1008
Branch7,Mild_cappuccino,1008
Branch7,Mild_cappuccino,1008
Branch7,Mild_cappuccino,1008
Branch7,Special_cappuccino,403
Branch7,Special_cappuccino,403
Branch7,Special_cappuccino,403
Branch7,Double_Espresso,230
Branch7,Double_Espresso,230
Branch7,SMALL_cappuccino,921
Branch7,SMALL_cappuccino,921
Branch7,SMALL_cappuccino,921
Branch7,LARGE_MOCHA,232
Branch7,Triple_cappuccino,927
Branch7,Triple_cappuccino,927
Branch7,Triple_cappuccino,927
Branch7,MED_Lite,246
Branch7,ICY_Coffee,957
Branch7,ICY_Coffee,957
Branch7,Cold_MOCHA,308
Branch7,Cold_MOCHA,308
Branch7,Mild_Espresso,47
Branch7,Special_Espresso,562
Branch7,Special_Espresso,562
Branch7,Double_Lite,557
Branch7,SMALL_LATTE,548
Branch7,SMALL_LATTE,548
Branch7,LARGE_cappuccino,531
Branch7,LARGE_cappuccino,531
Branch7,LARGE_cappuccino,531
Branch7,LARGE_cappuccino,531
Branch7,Triple_Espresso,498
Branch7,MED_cappuccino,433
Branch7,MED_cappuccino,433
Branch7,MED_cappuccino,433
Branch7,MED_cappuccino,433
Branch7,ICY_MOCHA,304
Branch7,Cold_cappuccino,47
Branch7,Cold_cappuccino,47
Branch7,Cold_cappuccino,47
Branch7,Mild_Lite,570
Branch7,Mild_Lite,570
Branch7,Special_Lite,581
Branch7,Double_cappuccino,604
Branch7,Double_cappuccino,604
Branch7,Double_cappuccino,604
Branch7,Double_cappuccino,604
Branch7,SMALL_Coffee,651
Branch7,SMALL_Coffee,651
Branch7,LARGE_Espresso,746
Branch7,LARGE_Espresso,746
Branch7,Triple_Lite,937
Branch7,Triple_Lite,937
Branch7,MED_LATTE,284
Branch7,ICY_cappuccino,1051
Branch7,ICY_cappuccino,1051
Branch7,Cold_Espresso,514
Branch7,Cold_Espresso,514
Branch7,Mild_cappuccino,477
Branch7,Mild_cappuccino,477
Branch7,Mild_cappuccino,477
Branch7,Mild_cappuccino,477
Branch7,Special_cappuccino,404
Branch7,Special_cappuccino,404
Branch7,Special_cappuccino,404
Branch7,Double_LATTE,259
Branch7,SMALL_MOCHA,1006
Branch7,LARGE_Lite,429
Branch7,LARGE_Lite,429
Branch7,Triple_cappuccino,312
Branch7,Triple_cappuccino,312
Branch7,Triple_cappuccino,312
Branch7,MED_Coffee,79
Branch7,MED_Coffee,79
Branch7,ICY_Espresso,650
Branch7,Cold_Lite,757
Branch7,Mild_LATTE,972
Branch7,Mild_LATTE,972
Branch7,Special_LATTE,367
Branch7,Double_Coffee,194
Branch7,Double_Coffee,194
Branch7,SMALL_cappuccino,885
Branch7,SMALL_cappuccino,885
Branch7,SMALL_cappuccino,885
Branch7,LARGE_cappuccino,196
Branch7,LARGE_cappuccino,196
Branch7,LARGE_cappuccino,196
Branch7,LARGE_cappuccino,196
Branch7,Triple_LATTE,891
Branch7,Triple_LATTE,891
Branch7,MED_MOCHA,210
Branch7,ICY_Lite,921
Branch7,ICY_Lite,921
Branch7,Cold_cappuccino,272
Branch7,Cold_cappuccino,272
Branch7,Cold_cappuccino,272
Branch7,Mild_Coffee,1047
Branch7,Mild_Coffee,1047
Branch7,Special_Coffee,526
Branch7,Special_Coffee,526
Branch7,Double_MOCHA,521
Branch7,SMALL_Espresso,512
Branch7,SMALL_Espresso,512
Branch7,LARGE_LATTE,495
Branch7,Triple_Coffee,462
Branch7,Triple_Coffee,462
Branch7,MED_cappuccino,397
Branch7,MED_cappuccino,397
Branch7,MED_cappuccino,397
Branch7,MED_cappuccino,397
Branch7,ICY_cappuccino,268
Branch7,ICY_cappuccino,268
Branch7,Cold_LATTE,1047
Branch7,Cold_LATTE,1047
Branch7,Mild_MOCHA,534
Branch7,Special_MOCHA,545
Branch7,Special_MOCHA,545
Branch7,Double_cappuccino,568
Branch7,Double_cappuccino,568
Branch7,Double_cappuccino,568
Branch7,Double_cappuccino,568
Branch7,SMALL_Lite,615
Branch7,LARGE_Coffee,710
Branch7,LARGE_Coffee,710
Branch7,Triple_MOCHA,901
Branch7,MED_Espresso,248
Branch7,MED_Espresso,248
Branch7,ICY_LATTE,1015
Branch7,ICY_LATTE,1015
Branch7,Cold_Coffee,478
Branch7,Mild_cappuccino,441
Branch7,Mild_cappuccino,441
Branch7,Mild_cappuccino,441
Branch7,Mild_cappuccino,441
Branch7,Special_cappuccino,368
Branch7,Special_cappuccino,368
Branch7,Special_cappuccino,368
Branch7,Double_Espresso,223
Branch7,Double_Espresso,223
Branch7,SMALL_cappuccino,970
Branch7,SMALL_cappuccino,970
Branch7,SMALL_cappuccino,970
Branch7,LARGE_MOCHA,393
Branch7,Triple_cappuccino,276
Branch7,Triple_cappuccino,276
Branch7,Triple_cappuccino,276
Branch7,MED_Lite,43
Branch7,ICY_Coffee,614
Branch7,ICY_Coffee,614
Branch7,Cold_MOCHA,721
Branch7,Cold_MOCHA,721
Branch7,Mild_Espresso,936
Branch7,Special_Espresso,331
Branch7,Special_Espresso,331
Branch7,Double_Lite,158
Branch7,SMALL_LATTE,849
Branch7,SMALL_LATTE,849
Branch7,LARGE_cappuccino,160
Branch7,LARGE_cappuccino,160
Branch7,LARGE_cappuccino,160
Branch7,LARGE_cappuccino,160
Branch7,Triple_Espresso,855
Branch7,MED_cappuccino,174
Branch7,MED_cappuccino,174
Branch7,MED_cappuccino,174
Branch7,MED_cappuccino,174
Branch7,ICY_MOCHA,885
Branch7,Cold_cappuccino,236
Branch7,Cold_cappuccino,236
Branch7,Cold_cappuccino,236
Branch7,Mild_Lite,1011
Branch7,Mild_Lite,1011
Branch7,Special_Lite,490
Branch7,Double_cappuccino,485
Branch7,Double_cappuccino,485
Branch7,Double_cappuccino,485
Branch7,Double_cappuccino,485
Branch7,SMALL_Coffee,476
Branch7,SMALL_Coffee,476
Branch7,LARGE_Espresso,459
Branch7,LARGE_Espresso,459
Branch7,Triple_Lite,426
Branch7,Triple_Lite,426
Branch7,MED_LATTE,361
Branch7,ICY_cappuccino,232
Branch7,ICY_cappuccino,232
Branch7,Cold_Espresso,1011
Branch7,Cold_Espresso,1011
Branch7,Mild_cappuccino,498
Branch7,Mild_cappuccino,498
Branch7,Mild_cappuccino,498
Branch7,Mild_cappuccino,498
Branch7,Special_cappuccino,509
Branch7,Special_cappuccino,509
Branch7,Special_cappuccino,509
Branch7,Double_LATTE,532
Branch7,SMALL_MOCHA,579
Branch7,LARGE_Lite,674
Branch7,LARGE_Lite,674
Branch7,Triple_cappuccino,865
Branch7,Triple_cappuccino,865
Branch7,Triple_cappuccino,865
Branch7,MED_Coffee,212
Branch7,MED_Coffee,212
Branch7,ICY_Espresso,979
Branch7,Cold_Lite,442
Branch7,Mild_LATTE,405
Branch7,Mild_LATTE,405
Branch7,Special_LATTE,332
Branch7,Double_Coffee,187
Branch7,Double_Coffee,187
Branch7,SMALL_cappuccino,934
Branch7,SMALL_cappuccino,934
Branch7,SMALL_cappuccino,934
Branch7,LARGE_cappuccino,357
Branch7,LARGE_cappuccino,357
Branch7,LARGE_cappuccino,357
Branch7,LARGE_cappuccino,357
Branch7,Triple_LATTE,240
Branch7,Triple_LATTE,240
Branch7,MED_MOCHA,1043
Branch7,ICY_Lite,578
Branch7,ICY_Lite,578
Branch7,Cold_cappuccino,685
Branch7,Cold_cappuccino,685
Branch7,Cold_cappuccino,685
Branch7,Mild_Coffee,900
Branch7,Mild_Coffee,900
Branch7,Special_Coffee,295
Branch7,Special_Coffee,295
Branch7,Double_MOCHA,122
Branch7,SMALL_Espresso,813
Branch7,SMALL_Espresso,813
Branch7,LARGE_LATTE,124
Branch7,Triple_Coffee,819
Branch7,Triple_Coffee,819
Branch7,MED_cappuccino,138
Branch7,MED_cappuccino,138
Branch7,MED_cappuccino,138
Branch7,MED_cappuccino,138
Branch7,ICY_cappuccino,849
Branch7,ICY_cappuccino,849
Branch7,Cold_LATTE,200
Branch7,Cold_LATTE,200
Branch7,Mild_MOCHA,975
Branch7,Special_MOCHA,454
Branch7,Special_MOCHA,454
Branch7,Double_cappuccino,449
Branch7,Double_cappuccino,449
Branch7,Double_cappuccino,449
Branch7,Double_cappuccino,449
Branch7,SMALL_Lite,440
Branch7,LARGE_Coffee,423
Branch7,LARGE_Coffee,423
Branch7,Triple_MOCHA,390
Branch7,MED_Espresso,325
Branch7,MED_Espresso,325
Branch7,ICY_LATTE,196
Branch7,ICY_LATTE,196
Branch7,Cold_Coffee,975
Branch7,Mild_cappuccino,462
Branch7,Mild_cappuccino,462
Branch7,Mild_cappuccino,462
Branch7,Mild_cappuccino,462
Branch7,Special_cappuccino,473
Branch7,Special_cappuccino,473
Branch7,Special_cappuccino,473
Branch7,Double_Espresso,496
Branch7,Double_Espresso,496
Branch7,SMALL_cappuccino,543
Branch7,SMALL_cappuccino,543
Branch7,SMALL_cappuccino,543
Branch7,LARGE_MOCHA,638
Branch7,Triple_cappuccino,829
Branch7,Triple_cappuccino,829
Branch7,Triple_cappuccino,829
Branch7,MED_Lite,176
Branch7,ICY_Coffee,943
Branch7,ICY_Coffee,943
Branch7,Cold_MOCHA,406
Branch7,Cold_MOCHA,406
Branch7,Mild_Espresso,369
Branch7,Special_Espresso,296
Branch7,Special_Espresso,296
Branch7,Double_Lite,151
Branch7,SMALL_LATTE,898
Branch7,SMALL_LATTE,898
Branch7,LARGE_cappuccino,321
Branch7,LARGE_cappuccino,321
Branch7,LARGE_cappuccino,321
Branch7,LARGE_cappuccino,321
Branch7,Triple_Espresso,204
Branch7,MED_cappuccino,1007
Branch7,MED_cappuccino,1007
Branch7,MED_cappuccino,1007
Branch7,MED_cappuccino,1007
Branch7,ICY_MOCHA,542
Branch7,Cold_cappuccino,649
Branch7,Cold_cappuccino,649
Branch7,Cold_cappuccino,649
Branch7,Mild_Lite,864
Branch7,Mild_Lite,864
Branch7,Special_Lite,259
Branch7,Double_cappuccino,86
Branch7,Double_cappuccino,86
Branch7,Double_cappuccino,86
Branch7,Double_cappuccino,86
Branch7,SMALL_Coffee,777
Branch7,SMALL_Coffee,777
Branch7,LARGE_Espresso,88
Branch7,LARGE_Espresso,88
Branch7,Triple_Lite,783
Branch7,Triple_Lite,783
Branch7,MED_LATTE,102
Branch7,ICY_cappuccino,813
Branch7,ICY_cappuccino,813
Branch7,Cold_Espresso,164
Branch7,Cold_Espresso,164
Branch7,Mild_cappuccino,939
Branch7,Mild_cappuccino,939
Branch7,Mild_cappuccino,939
Branch7,Mild_cappuccino,939
Branch7,Special_cappuccino,418
Branch7,Special_cappuccino,418
Branch7,Special_cappuccino,418
Branch7,Double_LATTE,413
Branch7,SMALL_MOCHA,404
Branch7,LARGE_Lite,387
Branch7,LARGE_Lite,387
Branch7,Triple_cappuccino,354
Branch7,Triple_cappuccino,354
Branch7,Triple_cappuccino,354
Branch7,MED_Coffee,289
Branch7,MED_Coffee,289
Branch7,ICY_Espresso,160
Branch7,Cold_Lite,939
Branch7,Mild_LATTE,426
Branch7,Mild_LATTE,426
Branch7,Special_LATTE,437
Branch7,Double_Coffee,460
Branch7,Double_Coffee,460
Branch7,SMALL_cappuccino,507
Branch7,SMALL_cappuccino,507
Branch7,SMALL_cappuccino,507
Branch7,LARGE_cappuccino,602
Branch7,LARGE_cappuccino,602
Branch7,LARGE_cappuccino,602
Branch7,LARGE_cappuccino,602
Branch7,Triple_LATTE,793
Branch7,Triple_LATTE,793
Branch7,MED_MOCHA,140
Branch7,ICY_Lite,907
Branch7,ICY_Lite,907
Branch7,Cold_cappuccino,370
Branch7,Cold_cappuccino,370
Branch7,Cold_cappuccino,370
Branch7,Mild_Coffee,333
Branch7,Mild_Coffee,333
Branch7,Special_Coffee,260
Branch7,Special_Coffee,260
Branch7,Double_MOCHA,115
Branch7,SMALL_Espresso,862
Branch7,SMALL_Espresso,862
Branch7,LARGE_LATTE,285
Branch7,Triple_Coffee,168
Branch7,Triple_Coffee,168
Branch7,MED_cappuccino,971
Branch7,MED_cappuccino,971
Branch7,MED_cappuccino,971
Branch7,MED_cappuccino,971
Branch7,ICY_cappuccino,506
Branch7,ICY_cappuccino,506
Branch7,Cold_LATTE,613
Branch7,Cold_LATTE,613
Branch7,Mild_MOCHA,828
Branch7,Special_MOCHA,223
Branch7,Special_MOCHA,223
Branch7,Double_cappuccino,50
Branch7,Double_cappuccino,50
Branch7,Double_cappuccino,50
Branch7,Double_cappuccino,50
Branch7,SMALL_Lite,741
Branch7,LARGE_Coffee,52
Branch7,LARGE_Coffee,52
Branch7,Triple_MOCHA,747
Branch7,MED_Espresso,66
Branch7,MED_Espresso,66
Branch7,ICY_LATTE,777
Branch7,ICY_LATTE,777
Branch7,Cold_Coffee,128
Branch7,Mild_cappuccino,903
Branch7,Mild_cappuccino,903
Branch7,Mild_cappuccino,903
Branch7,Mild_cappuccino,903
Branch7,Special_cappuccino,382
Branch7,Special_cappuccino,382
Branch7,Special_cappuccino,382
Branch7,Double_Espresso,377
Branch7,Double_Espresso,377
Branch7,SMALL_cappuccino,368
Branch7,SMALL_cappuccino,368
Branch7,SMALL_cappuccino,368
Branch7,LARGE_MOCHA,351
Branch7,Triple_cappuccino,318
Branch7,Triple_cappuccino,318
Branch7,Triple_cappuccino,318
Branch7,MED_Lite,253
Branch7,ICY_Coffee,124
Branch7,ICY_Coffee,124
Branch7,Cold_MOCHA,903
Branch7,Cold_MOCHA,903
Branch7,Mild_Espresso,390
Branch7,Special_Espresso,401
Branch7,Special_Espresso,401
Branch7,Double_Lite,424
Branch7,SMALL_LATTE,471
Branch7,SMALL_LATTE,471
Branch7,LARGE_cappuccino,566
Branch7,LARGE_cappuccino,566
Branch7,LARGE_cappuccino,566
Branch7,LARGE_cappuccino,566
Branch7,Triple_Espresso,757
Branch7,MED_cappuccino,104
Branch7,MED_cappuccino,104
Branch7,MED_cappuccino,104
Branch7,MED_cappuccino,104
Branch7,ICY_MOCHA,871
Branch7,Cold_cappuccino,334
Branch7,Cold_cappuccino,334
Branch7,Cold_cappuccino,334
Branch7,Mild_Lite,297
Branch7,Mild_Lite,297
Branch7,Special_Lite,224
Branch7,Double_cappuccino,79
Branch7,Double_cappuccino,79
Branch7,Double_cappuccino,79
Branch7,Double_cappuccino,79
Branch7,SMALL_Coffee,826
Branch7,SMALL_Coffee,826
Branch7,LARGE_Espresso,249
Branch7,LARGE_Espresso,249
Branch7,Triple_Lite,132
Branch7,Triple_Lite,132
Branch7,MED_LATTE,935
Branch7,ICY_cappuccino,470
Branch7,ICY_cappuccino,470
Branch7,Cold_Espresso,577
Branch7,Cold_Espresso,577
Branch7,Mild_cappuccino,792
Branch7,Mild_cappuccino,792
Branch7,Mild_cappuccino,792
Branch7,Mild_cappuccino,792
Branch7,Special_cappuccino,187
Branch7,Special_cappuccino,187
Branch7,Special_cappuccino,187
Branch7,Double_LATTE,1050
Branch7,SMALL_MOCHA,705
Branch7,LARGE_Lite,1052
Branch7,LARGE_Lite,1052
Branch7,Triple_cappuccino,711
Branch7,Triple_cappuccino,711
Branch7,Triple_cappuccino,711
Branch7,MED_Coffee,30
Branch7,MED_Coffee,30
Branch7,ICY_Espresso,741
Branch7,Cold_Lite,92
Branch7,Mild_LATTE,867
Branch7,Mild_LATTE,867
Branch7,Special_LATTE,346
Branch7,Double_Coffee,341
Branch7,Double_Coffee,341
Branch7,SMALL_cappuccino,332
Branch7,SMALL_cappuccino,332
Branch7,SMALL_cappuccino,332
Branch7,LARGE_cappuccino,315
Branch7,LARGE_cappuccino,315
Branch7,LARGE_cappuccino,315
Branch7,LARGE_cappuccino,315
Branch7,Triple_LATTE,282
Branch7,Triple_LATTE,282
Branch7,MED_MOCHA,217
Branch7,ICY_Lite,88
Branch7,ICY_Lite,88
Branch7,Cold_cappuccino,867
Branch7,Cold_cappuccino,867
Branch7,Cold_cappuccino,867
Branch7,Mild_Coffee,354
Branch7,Mild_Coffee,354
Branch7,Special_Coffee,365
Branch7,Special_Coffee,365
Branch7,Double_MOCHA,388
Branch7,SMALL_Espresso,435
Branch7,SMALL_Espresso,435
Branch7,LARGE_LATTE,530
Branch7,Triple_Coffee,721
Branch7,Triple_Coffee,721
Branch7,MED_cappuccino,68
Branch7,MED_cappuccino,68
Branch7,MED_cappuccino,68
Branch7,MED_cappuccino,68
Branch7,ICY_cappuccino,835
Branch7,ICY_cappuccino,835
Branch7,Cold_LATTE,298
Branch7,Cold_LATTE,298
Branch7,Mild_MOCHA,261
Branch7,Special_MOCHA,188
Branch7,Special_MOCHA,188
Branch7,Double_cappuccino,43
Branch7,Double_cappuccino,43
Branch7,Double_cappuccino,43
Branch7,Double_cappuccino,43
Branch7,SMALL_Lite,790
Branch7,LARGE_Coffee,213
Branch7,LARGE_Coffee,213
Branch7,Triple_MOCHA,96
Branch7,MED_Espresso,899
Branch7,MED_Espresso,899
Branch7,ICY_LATTE,434
Branch7,ICY_LATTE,434
Branch7,Cold_Coffee,541
Branch7,Mild_cappuccino,756
Branch7,Mild_cappuccino,756
Branch7,Mild_cappuccino,756
Branch7,Mild_cappuccino,756
Branch7,Special_cappuccino,151
Branch7,Special_cappuccino,151
Branch7,Special_cappuccino,151
Branch7,Double_Espresso,1014
Branch7,Double_Espresso,1014
Branch7,SMALL_cappuccino,669
Branch7,SMALL_cappuccino,669
Branch7,SMALL_cappuccino,669
Branch7,LARGE_MOCHA,1016
Branch7,Triple_cappuccino,675
Branch7,Triple_cappuccino,675
Branch7,Triple_cappuccino,675
Branch7,MED_Lite,1030
Branch7,ICY_Coffee,705
Branch7,ICY_Coffee,705
Branch7,Cold_MOCHA,56
Branch7,Cold_MOCHA,56
Branch7,Mild_Espresso,831
Branch7,Special_Espresso,310
Branch7,Special_Espresso,310
Branch7,Double_Lite,305
Branch7,SMALL_LATTE,296
Branch7,SMALL_LATTE,296
Branch7,LARGE_cappuccino,279
Branch7,LARGE_cappuccino,279
Branch7,LARGE_cappuccino,279
Branch7,LARGE_cappuccino,279
Branch7,Triple_Espresso,246
Branch7,MED_cappuccino,181
Branch7,MED_cappuccino,181
Branch7,MED_cappuccino,181
Branch7,MED_cappuccino,181
Branch7,ICY_MOCHA,52
Branch7,Cold_cappuccino,831
Branch7,Cold_cappuccino,831
Branch7,Cold_cappuccino,831
Branch7,Mild_Lite,318
Branch7,Mild_Lite,318
Branch7,Special_Lite,329
Branch7,Double_cappuccino,352
Branch7,Double_cappuccino,352
Branch7,Double_cappuccino,352
Branch7,Double_cappuccino,352
Branch7,SMALL_Coffee,399
Branch7,SMALL_Coffee,399
Branch7,LARGE_Espresso,494
Branch7,LARGE_Espresso,494
Branch7,Triple_Lite,685
Branch7,Triple_Lite,685
Branch7,MED_LATTE,32
Branch7,ICY_cappuccino,799
Branch7,ICY_cappuccino,799
Branch7,Cold_Espresso,262
Branch7,Cold_Espresso,262
Branch7,Mild_cappuccino,225
Branch7,Mild_cappuccino,225
Branch7,Mild_cappuccino,225
Branch7,Mild_cappuccino,225
Branch7,Special_cappuccino,152
Branch7,Special_cappuccino,152
Branch7,Special_cappuccino,152
Branch7,Double_LATTE,1043
Branch7,SMALL_MOCHA,754
Branch7,LARGE_Lite,177
Branch7,LARGE_Lite,177
Branch7,Triple_cappuccino,60
Branch7,Triple_cappuccino,60
Branch7,Triple_cappuccino,60
Branch7,MED_Coffee,863
Branch7,MED_Coffee,863
Branch7,ICY_Espresso,398
Branch7,Cold_Lite,505
Branch7,Mild_LATTE,720
Branch7,Mild_LATTE,720
Branch7,Special_LATTE,115
Branch7,Double_Coffee,978
Branch7,Double_Coffee,978
Branch7,SMALL_cappuccino,633
Branch7,SMALL_cappuccino,633
Branch7,SMALL_cappuccino,633
Branch7,LARGE_cappuccino,980
Branch7,LARGE_cappuccino,980
Branch7,LARGE_cappuccino,980
Branch7,LARGE_cappuccino,980
Branch7,Triple_LATTE,639
Branch7,Triple_LATTE,639
Branch7,MED_MOCHA,994
Branch7,ICY_Lite,669
Branch7,ICY_Lite,669
Branch7,Cold_cappuccino,20
Branch7,Cold_cappuccino,20
Branch7,Cold_cappuccino,20
Branch7,Mild_Coffee,795
Branch7,Mild_Coffee,795
Branch7,Special_Coffee,274
Branch7,Special_Coffee,274
Branch7,Double_MOCHA,269
Branch7,SMALL_Espresso,260
Branch7,SMALL_Espresso,260
Branch7,LARGE_LATTE,243
Branch7,Triple_Coffee,210
Branch7,Triple_Coffee,210
Branch7,MED_cappuccino,145
Branch7,MED_cappuccino,145
Branch7,MED_cappuccino,145
Branch7,MED_cappuccino,145
Branch7,ICY_cappuccino,1052
Branch7,ICY_cappuccino,1052
Branch7,Cold_LATTE,795
Branch7,Cold_LATTE,795
Branch7,Mild_MOCHA,282
Branch7,Special_MOCHA,293
Branch7,Special_MOCHA,293
Branch7,Double_cappuccino,316
Branch7,Double_cappuccino,316
Branch7,Double_cappuccino,316
Branch7,Double_cappuccino,316
Branch7,SMALL_Lite,363
Branch7,LARGE_Coffee,458
Branch7,LARGE_Coffee,458
Branch7,Triple_MOCHA,649
Branch7,MED_Espresso,1032
Branch7,MED_Espresso,1032
Branch7,ICY_LATTE,763
Branch7,ICY_LATTE,763
Branch7,Cold_Coffee,226
Branch7,Mild_cappuccino,189
Branch7,Mild_cappuccino,189
Branch7,Mild_cappuccino,189
Branch7,Mild_cappuccino,189
Branch7,Special_cappuccino,116
Branch7,Special_cappuccino,116
Branch7,Special_cappuccino,116
Branch7,Double_Espresso,1007
Branch7,Double_Espresso,1007
Branch7,SMALL_cappuccino,718
Branch7,SMALL_cappuccino,718
Branch7,SMALL_cappuccino,718
Branch7,LARGE_MOCHA,141
Branch7,Triple_cappuccino,24
Branch7,Triple_cappuccino,24
Branch7,Triple_cappuccino,24
Branch7,MED_Lite,827
Branch7,ICY_Coffee,362
Branch7,ICY_Coffee,362
Branch7,Cold_MOCHA,469
Branch7,Cold_MOCHA,469
Branch7,Mild_Espresso,684
Branch7,Special_Espresso,79
Branch7,Special_Espresso,79
Branch7,Double_Lite,942
Branch7,SMALL_LATTE,597
Branch7,SMALL_LATTE,597
Branch7,LARGE_cappuccino,944
Branch7,LARGE_cappuccino,944
Branch7,LARGE_cappuccino,944
Branch7,LARGE_cappuccino,944
Branch7,Triple_Espresso,603
Branch7,MED_cappuccino,958
Branch7,MED_cappuccino,958
Branch7,MED_cappuccino,958
Branch7,MED_cappuccino,958
Branch7,ICY_MOCHA,633
Branch7,Cold_cappuccino,1020
Branch7,Cold_cappuccino,1020
Branch7,Cold_cappuccino,1020
Branch7,Mild_Lite,759
Branch7,Mild_Lite,759
Branch7,Special_Lite,238
Branch7,Double_cappuccino,233
Branch7,Double_cappuccino,233
Branch7,Double_cappuccino,233
Branch7,Double_cappuccino,233
Branch7,SMALL_Coffee,224
Branch7,SMALL_Coffee,224
Branch7,LARGE_Espresso,207
Branch7,LARGE_Espresso,207
Branch7,Triple_Lite,174
Branch7,Triple_Lite,174
Branch7,MED_LATTE,109
Branch7,ICY_cappuccino,1016
Branch7,ICY_cappuccino,1016
Branch7,Cold_Espresso,759
Branch7,Cold_Espresso,759
Branch7,Mild_cappuccino,246
Branch7,Mild_cappuccino,246
Branch7,Mild_cappuccino,246
Branch7,Mild_cappuccino,246
Branch7,Special_cappuccino,257
Branch7,Special_cappuccino,257
Branch7,Special_cappuccino,257
Branch7,Double_LATTE,280
Branch7,SMALL_MOCHA,327
Branch7,LARGE_Lite,422
Branch7,LARGE_Lite,422
Branch7,Triple_cappuccino,613
Branch7,Triple_cappuccino,613
Branch7,Triple_cappuccino,613
Branch7,MED_Coffee,996
Branch7,MED_Coffee,996
Branch7,ICY_Espresso,727
Branch7,Cold_Lite,190
Branch7,Mild_LATTE,153
Branch7,Mild_LATTE,153
